Unnamed: 0,Measured Depth m,Weight on Bit kkgf,Average Standpipe Pressure kPa,Average Surface Torque kN.m,Rate of Penetration m/h,Average Rotary Speed rpm,Mud Flow In L/min,Mud Density In g/cm3,Average Hookload kkgf,Hole Depth (TVD) m,Bit Drill Time h,Mud Density Out g/cm3
1015,560.082,5.86041342,11662.13722,0.108465436,34.058352,97,3226.268793,1.210000038,96.22054945,558.1064784,26.6,1.220000029
1016,560.128,5.86041342,11662.13722,0.108465436,34.058352,97,3226.268793,1.210000038,96.22054945,558.1064784,26.6,1.220000029
1017,560.177,5.86041342,11662.13722,0.108465436,34.058352,97,3226.268793,1.210000038,96.22054945,558.1064784,26.6,1.220000029
1018,560.225,5.89670081,11705.36735,0.108465436,34.896552,97,3226.268793,1.210000038,96.14343875,558.2527824,26.6,1.220000029
1019,560.317,5.89670081,11705.36735,0.108465436,34.896552,97,3226.268793,1.210000038,96.14343875,558.2527824,26.6,1.220000029
1020,560.375,5.728871633,11646.14139,0.108465436,33.844992,97,3226.268793,1.210000038,96.06632804,558.3987816,26.61,1.220000029
1021,560.411,5.728871633,11646.14139,0.108465436,33.844992,97,3226.268793,1.210000038,96.06632804,558.3987816,26.61,1.220000029
1022,560.506,5.728871633,11646.14139,0.108465436,33.844992,97,3226.268793,1.210000038,96.06632804,558.3987816,26.61,1.220000029
1023,560.527,5.710727938,11673.03094,0.081349077,33.7566,97,3226.268793,1.210000038,96.16158244,558.5447808,26.61,1.220000029
1024,560.606,5.710727938,11673.03094,0.081349077,33.7566,97,3226.268793,1.210000038,96.16158244,558.5447808,26.61,1.220000029
1025,560.649,5.710727938,11673.03094,0.081349077,33.7566,97,3226.268793,1.210000038,96.16158244,558.5447808,26.61,1.220000029
1026,560.68,5.65176093,11688.26835,0.067790897,34.378392,97,3226.268793,1.210000038,96.09354358,558.69078,26.62,1.220000029
1027,560.704,5.65176093,11688.26835,0.067790897,34.378392,97,3226.268793,1.210000038,96.09354358,558.69078,26.62,1.220000029
1028,560.753,5.65176093,11688.26835,0.067790897,34.378392,97,3226.268793,1.210000038,96.09354358,558.69078,26.62,1.220000029
1029,560.798,5.65176093,11688.26835,0.067790897,34.378392,97,3226.268793,1.210000038,96.09354358,558.69078,26.62,1.220000029
1030,560.832,5.551970609,11686.33782,0.081349077,33.887664,97,3226.268793,1.210000038,96.05725619,558.8367792,26.62,1.220000029
1031,560.93,5.551970609,11686.33782,0.081349077,33.887664,97,3226.268793,1.210000038,96.05725619,558.8367792,26.62,1.220000029
1032,560.975,5.551970609,11686.33782,0.081349077,33.887664,97,3226.268793,1.210000038,96.05725619,558.8367792,26.62,1.220000029
1033,561,5.796910489,11673.58252,0.094907256,32.802576,97,3226.268793,1.210000038,96.17972613,558.9827784,26.63,1.220000029
1034,561.061,5.796910489,11673.58252,0.094907256,32.802576,97,3226.268793,1.210000038,96.17972613,558.9827784,26.63,1.220000029
1035,561.106,5.796910489,11673.58252,0.094907256,32.802576,97,3226.268793,1.210000038,96.17972613,558.9827784,26.63,1.220000029
1036,561.149,5.68804832,11650.14035,0.067790897,31.900368,97.17,3226.268793,1.210000038,96.10261543,559.1287776,26.63,1.220000029
1037,561.198,5.68804832,11650.14035,0.067790897,31.900368,97.17,3226.268793,1.210000038,96.10261543,559.1287776,26.63,1.220000029
1038,561.247,5.68804832,11650.14035,0.067790897,31.900368,97.17,3226.268793,1.210000038,96.10261543,559.1287776,26.63,1.220000029
1039,561.289,5.987419284,11659.86195,0.745699872,33.113472,97,3226.268793,1.210000038,96.05272027,559.2747768,26.63,1.220000029
1040,561.298,5.987419284,11659.86195,0.745699872,33.113472,97,3226.268793,1.210000038,96.05272027,559.2747768,26.63,1.220000029
1041,561.344,5.987419284,11659.86195,0.745699872,33.113472,97,3226.268793,1.210000038,96.05272027,559.2747768,26.63,1.220000029
1042,561.393,5.987419284,11659.86195,0.745699872,33.113472,97,3226.268793,1.210000038,96.05272027,559.2747768,26.63,1.220000029
1043,561.442,5.846805649,11661.99933,1.003305282,35.436048,97,3226.268793,1.210000038,96.02096881,559.420776,26.64,1.220000029
1044,561.445,5.846805649,11661.99933,1.003305282,35.436048,97,3226.268793,1.210000038,96.02096881,559.420776,26.64,1.220000029
1045,561.545,5.846805649,11661.99933,1.003305282,35.436048,97,3226.268793,1.210000038,96.02096881,559.420776,26.64,1.220000029
1046,561.594,5.760623099,11660.0688,1.016863461,35.792664,97,3226.268793,1.210000038,95.98921734,559.5667752,26.64,1.220000029
1047,561.649,5.760623099,11660.0688,1.016863461,35.792664,97,3226.268793,1.210000038,95.98921734,559.5667752,26.64,1.220000029
1048,561.698,5.760623099,11660.0688,1.016863461,35.792664,97,3226.268793,1.210000038,95.98921734,559.5667752,26.64,1.220000029
1049,561.746,5.633617235,11625.11238,1.016863461,36.274248,97,3226.268793,1.210000038,96.03004065,559.7127744,26.65,1.220000029
1050,561.749,5.633617235,11625.11238,1.016863461,36.274248,97,3226.268793,1.210000038,96.03004065,559.7127744,26.65,1.220000029
1051,561.856,5.633617235,11625.11238,1.016863461,36.274248,97,3226.268793,1.210000038,96.03004065,559.7127744,26.65,1.220000029
1052,561.999,5.846805649,11698.12786,1.016863461,36.853368,97,3226.268793,1.210000038,95.99375326,559.8584688,26.65,1.220000029
1053,562.051,5.819590107,11695.30101,1.003305282,37.100256,97,3226.268793,1.210000038,95.9620018,560.004468,26.66,1.220000029
1054,562.063,5.819590107,11695.30101,1.003305282,37.100256,97,3226.268793,1.210000038,95.9620018,560.004468,26.66,1.220000029
1055,562.213,5.747015328,11700.19628,0.976188923,36.646104,97,3226.268793,1.210000038,96.12075913,560.1504672,26.66,1.220000029
1056,562.365,5.923916352,11716.81265,0.949072564,36.356544,97,3226.268793,1.210000038,95.9438581,560.2961616,26.66,1.220000029
1057,562.457,5.923916352,11716.81265,0.949072564,36.356544,97,3226.268793,1.210000038,95.9438581,560.2961616,26.66,1.220000029
1058,562.505,5.923916352,11716.81265,0.949072564,36.356544,97,3226.268793,1.210000038,95.9438581,560.2961616,26.66,1.220000029
1059,562.508,5.946595971,11691.02626,0.989747102,35.198304,97,3226.268793,1.210000038,96.04364842,560.4421608,26.67,1.220000029
1060,562.551,5.946595971,11691.02626,0.989747102,35.198304,97,3226.268793,1.210000038,96.04364842,560.4421608,26.67,1.220000029
1061,562.6,5.946595971,11691.02626,0.989747102,35.198304,97,3226.268793,1.210000038,96.04364842,560.4421608,26.67,1.220000029
1062,562.685,5.656296854,11634.69609,1.016863461,33.220152,97,3226.268793,1.210000038,95.98921734,560.5878552,26.67,1.220000029
1063,562.828,5.524755067,11616.70077,1.016863461,32.87268,97,3226.268793,1.210000038,96.16158244,560.7338544,26.68,1.220000029
1064,562.92,5.524755067,11616.70077,1.016863461,32.87268,97,3226.268793,1.210000038,96.16158244,560.7338544,26.68,1.220000029
1065,562.966,5.937524123,11688.88888,1.04397982,33.204912,97,3226.268793,1.210000038,95.94839403,560.8795488,26.68,1.220000029
1066,562.999,5.937524123,11688.88888,1.04397982,33.204912,97,3226.268793,1.210000038,95.94839403,560.8795488,26.68,1.220000029
1067,563.005,5.937524123,11688.88888,1.04397982,33.204912,97,3226.268793,1.210000038,95.94839403,560.8795488,26.68,1.220000029
1068,563.051,5.937524123,11688.88888,1.04397982,33.204912,97,3226.268793,1.210000038,95.94839403,560.8795488,26.68,1.220000029
1069,563.142,6.010098903,11705.2984,1.003305282,32.5374,97,3226.268793,1.210000038,96.00736103,561.025548,26.69,1.220000029
1070,563.231,6.010098903,11705.2984,1.003305282,32.5374,97,3226.268793,1.210000038,96.00736103,561.025548,26.69,1.220000029
1071,563.27,5.597329846,11716.19212,0.989747102,31.30296,97,3226.268793,1.210000038,96.02096881,561.1712424,26.69,1.220000029
1072,563.273,5.597329846,11716.19212,0.989747102,31.30296,97,3226.268793,1.210000038,96.02096881,561.1712424,26.69,1.220000029
1073,563.411,5.597329846,11716.19212,0.989747102,31.30296,97,3226.268793,1.210000038,96.02096881,561.1712424,26.69,1.220000029
1074,563.423,6.010098903,11666.27408,0.976188923,31.796736,97,3226.268793,1.210000038,95.88489109,561.3169368,26.7,1.220000029
1075,563.453,6.010098903,11666.27408,0.976188923,31.796736,97,3226.268793,1.210000038,95.88489109,561.3169368,26.7,1.220000029
1076,563.539,6.010098903,11666.27408,0.976188923,31.796736,97,3226.268793,1.210000038,95.88489109,561.3169368,26.7,1.220000029
1077,563.575,6.341221333,11705.71209,0.976188923,31.994856,97,3226.268793,1.210000038,95.72613376,561.462936,26.7,1.220000029
1078,563.584,6.341221333,11705.71209,0.976188923,31.994856,97,3226.268793,1.210000038,95.72613376,561.462936,26.7,1.220000029
1079,563.627,6.341221333,11705.71209,0.976188923,31.994856,97,3226.268793,1.210000038,95.72613376,561.462936,26.7,1.220000029
1080,563.67,6.341221333,11705.71209,0.976188923,31.994856,97,3226.268793,1.210000038,95.72613376,561.462936,26.7,1.220000029
1081,563.712,6.341221333,11705.71209,0.976188923,31.994856,97,3226.268793,1.210000038,95.72613376,561.462936,26.7,1.220000029
1082,563.755,6.345757256,11676.47832,1.003305282,31.05912,97,3226.268793,1.210000038,95.54923274,561.6086304,26.71,1.220000029
1083,563.798,6.345757256,11676.47832,1.003305282,31.05912,97,3226.268793,1.210000038,95.54923274,561.6086304,26.71,1.220000029
1084,563.843,6.345757256,11676.47832,1.003305282,31.05912,97,3226.268793,1.210000038,95.54923274,561.6086304,26.71,1.220000029
1085,563.889,6.636056373,11755.83698,1.030421641,31.281624,97,3226.268793,1.210000038,95.47665796,561.7543248,26.71,1.220000029
1086,563.932,6.636056373,11755.83698,1.030421641,31.281624,97,3226.268793,1.210000038,95.47665796,561.7543248,26.71,1.220000029
1087,563.978,6.636056373,11755.83698,1.030421641,31.281624,97,3226.268793,1.210000038,95.47665796,561.7543248,26.71,1.220000029
1088,563.999,6.636056373,11755.83698,1.030421641,31.281624,97,3226.268793,1.210000038,95.47665796,561.7543248,26.71,1.220000029
1089,564.032,6.68141561,11728.25795,1.016863461,31.891224,97,3226.268793,1.210000038,95.22264623,561.9000192,26.72,1.220000029
1090,564.106,6.68141561,11728.25795,1.016863461,31.891224,97,3226.268793,1.210000038,95.22264623,561.9000192,26.72,1.220000029
1091,564.148,6.68141561,11728.25795,1.016863461,31.891224,97,3226.268793,1.210000038,95.22264623,561.9000192,26.72,1.220000029
1092,564.185,6.232359164,11762.86963,1.003305282,31.6992,97,3226.268793,1.210000038,95.48572981,562.0457136,26.72,1.220000029
1093,564.298,6.232359164,11762.86963,1.003305282,31.6992,97,3226.268793,1.210000038,95.48572981,562.0457136,26.72,1.220000029
1094,564.337,6.59523306,11657.173,0.976188923,32.010096,97,3226.268793,1.210000038,95.35418802,562.191408,26.73,1.220000029
1095,564.38,6.59523306,11657.173,0.976188923,32.010096,97,3226.268793,1.210000038,95.35418802,562.191408,26.73,1.220000029
1096,564.49,6.586161212,11687.64783,0.989747102,30.888432,97,3226.268793,1.210000038,95.31336471,562.3371024,26.73,1.220000029
1097,564.502,6.586161212,11687.64783,0.989747102,30.888432,97,3226.268793,1.210000038,95.31336471,562.3371024,26.73,1.220000029
1098,564.633,6.586161212,11687.64783,0.989747102,30.888432,97,3226.268793,1.210000038,95.31336471,562.3371024,26.73,1.220000029
1099,564.669,6.726774847,11670.75567,1.003305282,30.202632,97,3226.268793,1.210000038,94.91420342,562.4827968,26.74,1.220000029
1100,564.709,6.726774847,11670.75567,1.003305282,30.202632,97,3226.268793,1.210000038,94.91420342,562.4827968,26.74,1.220000029
1101,564.749,6.726774847,11670.75567,1.003305282,30.202632,97,3226.268793,1.210000038,94.91420342,562.4827968,26.74,1.220000029
1102,564.785,6.726774847,11670.75567,1.003305282,30.202632,97,3226.268793,1.210000038,94.91420342,562.4827968,26.74,1.220000029
1103,564.794,6.549873823,11727.63742,1.016863461,29.315664,97,3226.268793,1.210000038,95.15460738,562.6284912,26.74,1.220000029
1104,564.822,6.549873823,11727.63742,1.016863461,29.315664,97,3226.268793,1.210000038,95.15460738,562.6284912,26.74,1.220000029
1105,564.861,6.549873823,11727.63742,1.016863461,29.315664,97,3226.268793,1.210000038,95.15460738,562.6284912,26.74,1.220000029
1106,564.898,6.549873823,11727.63742,1.016863461,29.315664,97,3226.268793,1.210000038,95.15460738,562.6284912,26.74,1.220000029
1107,564.935,6.549873823,11727.63742,1.016863461,29.315664,97,3226.268793,1.210000038,95.15460738,562.6284912,26.74,1.220000029
1108,564.947,6.654200068,11661.72354,1.016863461,27.243024,97,3226.268793,1.210000038,95.28161324,562.7741856,26.75,1.220000029
1109,564.971,6.654200068,11661.72354,1.016863461,27.243024,97,3226.268793,1.210000038,95.28161324,562.7741856,26.75,1.220000029
1110,564.999,6.654200068,11661.72354,1.016863461,27.243024,97,3226.268793,1.210000038,95.28161324,562.7741856,26.75,1.220000029
1111,565.084,6.654200068,11661.72354,1.016863461,27.243024,97,3226.268793,1.210000038,95.28161324,562.7741856,26.75,1.220000029
1112,565.117,6.545337899,11705.02261,0.976188923,26.694384,97,3226.268793,1.210000038,95.18182292,562.9195752,26.75,1.220000029
1113,565.154,6.545337899,11705.02261,0.976188923,26.694384,97,3226.268793,1.210000038,95.18182292,562.9195752,26.75,1.220000029
1114,565.218,6.545337899,11705.02261,0.976188923,26.694384,97,3226.268793,1.210000038,95.18182292,562.9195752,26.75,1.220000029
1115,565.252,5.98288336,11680.13254,0.989747102,25.341072,97,3226.268793,1.210000038,95.62634344,563.0652696,26.76,1.220000029
1116,565.258,5.98288336,11680.13254,0.989747102,25.341072,97,3226.268793,1.210000038,95.62634344,563.0652696,26.76,1.220000029
1117,565.294,5.98288336,11680.13254,0.989747102,25.341072,97,3226.268793,1.210000038,95.62634344,563.0652696,26.76,1.220000029
1118,565.334,5.98288336,11680.13254,0.989747102,25.341072,97,3226.268793,1.210000038,95.62634344,563.0652696,26.76,1.220000029
1119,565.374,5.98288336,11680.13254,0.989747102,25.341072,97,3226.268793,1.210000038,95.62634344,563.0652696,26.76,1.220000029
1120,565.404,6.363900951,11694.19784,0.962630743,26.24328,97,3226.268793,1.210000038,95.54923274,563.210964,26.76,1.220000029
1121,565.416,6.363900951,11694.19784,0.962630743,26.24328,97,3226.268793,1.210000038,95.54923274,563.210964,26.76,1.220000029
1122,565.459,6.363900951,11694.19784,0.962630743,26.24328,97,3226.268793,1.210000038,95.54923274,563.210964,26.76,1.220000029
1123,565.556,6.441011654,11622.42342,1.016863461,29.312616,97,3226.268793,1.210000038,95.3315084,563.3563536,26.77,1.220000029
1124,565.587,6.441011654,11622.42342,1.016863461,29.312616,97,3226.268793,1.210000038,95.3315084,563.3563536,26.77,1.220000029
1125,565.675,6.441011654,11622.42342,1.016863461,29.312616,97,3226.268793,1.210000038,95.3315084,563.3563536,26.77,1.220000029
1126,565.709,5.533826914,11732.25691,1.003305282,31.284672,97,3226.268793,1.210000038,95.46758611,563.502048,26.77,1.220000029
1127,565.767,5.533826914,11732.25691,1.003305282,31.284672,97,3226.268793,1.210000038,95.46758611,563.502048,26.77,1.220000029
1128,565.892,6.372972799,11634.90293,0.989747102,31.976568,97,3226.268793,1.210000038,95.45397834,563.6471328,26.78,1.220000029
1129,565.931,6.372972799,11634.90293,0.989747102,31.976568,97,3226.268793,1.210000038,95.45397834,563.6471328,26.78,1.220000029
1130,565.974,6.372972799,11634.90293,0.989747102,31.976568,97,3226.268793,1.210000038,95.45397834,563.6471328,26.78,1.220000029
1131,566.014,6.477299044,11701.2305,0.962630743,30.330648,97,3226.268793,1.210000038,95.4267628,563.7925224,26.78,1.220000029
1132,566.132,6.477299044,11701.2305,0.962630743,30.330648,97,3226.268793,1.210000038,95.4267628,563.7925224,26.78,1.220000029
1133,566.291,6.477299044,11697.36943,0.935514384,28.75788,97,3226.268793,1.210000038,95.30429286,563.937912,26.79,1.220000029
1134,566.318,6.377508722,11694.81837,0.976188923,27.962352,97,3226.268793,1.210000038,95.48119389,564.0833016,26.8,1.220000029
1135,566.331,6.377508722,11694.81837,0.976188923,27.962352,97,3226.268793,1.210000038,95.48119389,564.0833016,26.8,1.220000029
1136,566.367,6.377508722,11694.81837,0.976188923,27.962352,97,3226.268793,1.210000038,95.48119389,564.0833016,26.8,1.220000029
1137,566.471,6.22782324,11649.86456,1.016863461,27.998928,97,3226.268793,1.210000038,95.60366382,564.2283864,26.8,1.220000029
1138,566.529,6.22782324,11649.86456,1.016863461,27.998928,97,3226.268793,1.210000038,95.60366382,564.2283864,26.8,1.220000029
1139,566.571,6.22782324,11649.86456,1.016863461,27.998928,97,3226.268793,1.210000038,95.60366382,564.2283864,26.8,1.220000029
1140,566.623,6.255038782,11563.05956,1.016863461,29.126688,97,3226.268793,1.210000038,95.5991279,564.373776,26.81,1.220000029
1141,566.702,6.255038782,11563.05956,1.016863461,29.126688,97,3226.268793,1.210000038,95.5991279,564.373776,26.81,1.220000029
1142,566.751,6.255038782,11563.05956,1.016863461,29.126688,97,3226.268793,1.210000038,95.5991279,564.373776,26.81,1.220000029
1143,566.776,5.81051826,11545.96056,1.003305282,32.037528,97,3226.268793,1.210000038,95.75788523,564.5188608,26.81,1.220000029
1144,566.806,5.81051826,11545.96056,1.003305282,32.037528,97,3226.268793,1.210000038,95.75788523,564.5188608,26.81,1.220000029
1145,566.861,5.81051826,11545.96056,1.003305282,32.037528,97,3226.268793,1.210000038,95.75788523,564.5188608,26.81,1.220000029
1146,566.91,5.81051826,11545.96056,1.003305282,32.037528,97,3226.268793,1.210000038,95.75788523,564.5188608,26.81,1.220000029
1147,566.928,6.427403883,11541.41002,0.989747102,35.408616,97,3226.268793,1.210000038,95.3496521,564.6642504,26.81,1.220000029
1148,566.995,6.427403883,11541.41002,0.989747102,35.408616,97,3226.268793,1.210000038,95.3496521,564.6642504,26.81,1.220000029
1149,567.077,6.427403883,11541.41002,0.989747102,35.408616,97,3226.268793,1.210000038,95.3496521,564.6642504,26.81,1.220000029
1150,567.08,6.549873823,11722.32845,0.949072564,32.881824,97,3226.268793,1.210000038,95.30882878,564.8093352,26.82,1.220000029
1151,567.233,6.005562979,11653.79457,0.976188923,29.80944,97,3226.268793,1.210000038,95.75334931,564.9547248,26.82,1.220000029
1152,567.242,6.005562979,11653.79457,0.976188923,29.80944,97,3226.268793,1.210000038,95.75334931,564.9547248,26.82,1.220000029
1153,567.297,6.005562979,11653.79457,0.976188923,29.80944,97,3226.268793,1.210000038,95.75334931,564.9547248,26.82,1.220000029
1154,567.349,6.005562979,11653.79457,0.976188923,29.80944,97,3226.268793,1.210000038,95.75334931,564.9547248,26.82,1.220000029
1155,567.44,6.581625289,11660.68932,0.989747102,32.50692,97,3226.268793,1.210000038,95.53108905,565.0998096,26.83,1.220000029
1156,567.528,6.581625289,11660.68932,0.989747102,32.50692,97,3226.268793,1.210000038,95.53108905,565.0998096,26.83,1.220000029
1157,567.672,6.196071774,11672.96199,1.003305282,33.80232,97,3226.268793,1.210000038,95.45397834,565.2448944,26.83,1.220000029
1158,567.69,5.991955208,11740.04798,1.016863461,33.031176,97,3226.268793,1.210000038,95.58552013,565.390284,26.84,1.220000029
1159,567.772,5.991955208,11740.04798,1.016863461,33.031176,97,3226.268793,1.210000038,95.58552013,565.390284,26.84,1.220000029
1160,567.821,5.991955208,11740.04798,1.016863461,33.031176,97,3226.268793,1.210000038,95.58552013,565.390284,26.84,1.220000029
1161,567.98,6.023706674,11677.16779,1.003305282,35.271456,97,3226.268793,1.210000038,95.62634344,565.5353688,26.84,1.220000029
1162,568.001,6.713167076,11698.26575,0.962630743,37.249608,97,3226.268793,1.220000029,95.37233172,565.6804536,26.85,1.230000019
1163,568.028,6.713167076,11698.26575,0.962630743,37.249608,97,3226.268793,1.220000029,95.37233172,565.6804536,26.85,1.230000019
1164,568.12,6.713167076,11698.26575,0.962630743,37.249608,97,3226.268793,1.220000029,95.37233172,565.6804536,26.85,1.230000019
1165,568.162,6.241431011,11664.2746,0.583001718,35.368992,97,3226.268793,1.220000029,95.3496521,565.8255384,26.85,1.230000019
1166,568.211,6.241431011,11664.2746,0.583001718,35.368992,97,3226.268793,1.220000029,95.3496521,565.8255384,26.85,1.230000019
1167,568.3,6.205143622,11730.67111,0.542327179,33.84804,97,3226.268793,1.220000029,95.63995121,565.9706232,26.85,1.230000019
1168,568.312,6.205143622,11730.67111,0.542327179,33.84804,97,3226.268793,1.220000029,95.63995121,565.9706232,26.85,1.230000019
1169,568.367,6.205143622,11730.67111,0.542327179,33.84804,97,3226.268793,1.220000029,95.63995121,565.9706232,26.85,1.230000019
1170,568.422,6.205143622,11730.67111,0.542327179,33.84804,97,3226.268793,1.220000029,95.63995121,565.9706232,26.85,1.230000019
1171,568.452,5.733407557,11641.79769,0.596559897,37.240464,97,3226.268793,1.220000029,95.84406778,566.115708,26.86,1.230000019
1172,568.482,5.733407557,11641.79769,0.596559897,37.240464,97,3226.268793,1.220000029,95.84406778,566.115708,26.86,1.230000019
1173,568.534,5.733407557,11641.79769,0.596559897,37.240464,97,3226.268793,1.220000029,95.84406778,566.115708,26.86,1.230000019
1174,568.65,5.307030729,11605.18653,0.583001718,39.901368,97,3226.268793,1.220000029,96.23869314,566.2607928,26.86,1.230000019
1175,568.705,5.307030729,11605.18653,0.583001718,39.901368,97,3226.268793,1.220000029,96.23869314,566.2607928,26.86,1.230000019
1176,568.87,6.064529987,11630.35239,0.583001718,39.892224,97,3226.268793,1.220000029,96.51084856,566.4058776,26.87,1.230000019
1177,568.909,6.894604024,11612.28813,0.610118077,38.81628,97,3226.268793,1.220000029,95.15460738,566.5509624,26.87,1.230000019
1178,568.964,6.894604024,11612.28813,0.610118077,38.81628,97,3226.268793,1.220000029,95.15460738,566.5509624,26.87,1.230000019
1179,569.001,6.894604024,11612.28813,0.610118077,38.81628,97,3226.268793,1.210000038,95.15460738,566.5509624,26.87,1.230000019
1180,569.056,6.894604024,11612.28813,0.610118077,38.81628,97,3226.268793,1.210000038,95.15460738,566.5509624,26.87,1.230000019
1181,569.062,6.76759816,11759.76699,0.623676256,35.381184,97,3226.268793,1.210000038,95.0820326,566.6960472,26.88,1.230000019
1182,569.101,6.76759816,11759.76699,0.623676256,35.381184,97,3226.268793,1.210000038,95.0820326,566.6960472,26.88,1.230000019
1183,569.147,6.76759816,11759.76699,0.623676256,35.381184,97,3226.268793,1.210000038,95.0820326,566.6960472,26.88,1.230000019
1184,569.193,6.76759816,11759.76699,0.623676256,35.381184,97,3226.268793,1.210000038,95.0820326,566.6960472,26.88,1.230000019
1185,569.214,6.735846695,11802.85922,0.637234436,32.714184,97,3226.268793,1.210000038,95.10924814,566.841132,26.88,1.230000019
1186,569.232,6.735846695,11802.85922,0.637234436,32.714184,97,3226.268793,1.210000038,95.10924814,566.841132,26.88,1.230000019
1187,569.275,6.735846695,11802.85922,0.637234436,32.714184,97,3226.268793,1.210000038,95.10924814,566.841132,26.88,1.230000019
1188,569.357,6.735846695,11802.85922,0.637234436,32.714184,97,3226.268793,1.210000038,95.10924814,566.841132,26.88,1.230000019
1189,569.366,6.867388482,11710.67631,0.596559897,30.98292,97,3226.268793,1.210000038,95.12739184,566.9862168,26.88,1.230000019
1190,569.443,6.867388482,11710.67631,0.596559897,30.98292,97,3226.268793,1.210000038,95.12739184,566.9862168,26.88,1.230000019
1191,569.519,6.849244787,11765.69648,0.596559897,30.172152,97,3226.268793,1.210000038,94.99585005,567.1313016,26.89,1.230000019
1192,569.528,6.849244787,11765.69648,0.596559897,30.172152,97,3226.268793,1.210000038,94.99585005,567.1313016,26.89,1.230000019
1193,569.568,6.849244787,11765.69648,0.596559897,30.172152,97,3226.268793,1.210000038,94.99585005,567.1313016,26.89,1.230000019
1194,569.61,6.849244787,11765.69648,0.596559897,30.172152,97,3226.268793,1.210000038,94.99585005,567.1313016,26.89,1.230000019
1195,569.741,6.776670008,11865.94625,0.569443538,30.230064,97,3226.268793,1.210000038,95.04574521,567.2760816,26.89,1.230000019
1196,569.784,6.776670008,11865.94625,0.569443538,30.230064,97,3226.268793,1.210000038,95.04574521,567.2760816,26.89,1.230000019
1197,569.824,6.880996253,11833.05826,0.583001718,30.321504,97,3226.268793,1.210000038,95.26346955,567.4211664,26.9,1.230000019
1198,569.827,6.880996253,11833.05826,0.583001718,30.321504,97,3226.268793,1.210000038,95.26346955,567.4211664,26.9,1.230000019
1199,569.869,6.880996253,11833.05826,0.583001718,30.321504,97,3226.268793,1.210000038,95.26346955,567.4211664,26.9,1.230000019
1200,569.952,6.880996253,11833.05826,0.583001718,30.321504,97,3226.268793,1.210000038,95.26346955,567.4211664,26.9,1.230000019
1201,569.994,6.504514586,11786.17391,0.569443538,30.489144,97,3226.268793,1.210000038,95.21811031,567.5662512,26.9,1.230000019
1202,570,6.504514586,11786.17391,0.569443538,30.489144,97,3226.268793,1.210000038,95.21811031,567.5662512,26.9,1.230000019
1203,570.037,6.504514586,11786.17391,0.569443538,30.489144,97,3226.268793,1.210000038,95.21811031,567.5662512,26.9,1.230000019
1204,570.08,6.504514586,11786.17391,0.569443538,30.489144,97,3226.268793,1.210000038,95.21811031,567.5662512,26.9,1.230000019
1205,570.125,6.504514586,11786.17391,0.569443538,30.489144,97,3226.268793,1.210000038,95.21811031,567.5662512,26.9,1.230000019
1206,570.128,6.404724264,11799.205,0.569443538,30.705552,97,3226.268793,1.210000038,95.22264623,567.7110312,26.91,1.230000019
1207,570.281,6.695023381,11801.75606,0.569443538,31.016448,97,3226.268793,1.210000038,95.18182292,567.856116,26.91,1.230000019
1208,570.339,6.695023381,11801.75606,0.569443538,31.016448,97,3226.268793,1.210000038,95.18182292,567.856116,26.91,1.230000019
1209,570.381,6.695023381,11801.75606,0.569443538,31.016448,97,3226.268793,1.210000038,95.18182292,567.856116,26.91,1.230000019
1210,570.424,6.695023381,11801.75606,0.569443538,31.016448,97,3226.268793,1.210000038,95.18182292,567.856116,26.91,1.230000019
1211,570.467,6.1053533,11727.70637,0.596559897,30.69336,97,3226.268793,1.210000038,95.10017629,568.000896,26.92,1.230000019
1212,570.552,6.1053533,11727.70637,0.596559897,30.69336,97,3226.268793,1.210000038,95.10017629,568.000896,26.92,1.230000019
1213,570.686,6.409260188,11713.91685,0.596559897,30.732984,97,3226.268793,1.210000038,95.12739184,568.145676,26.92,1.230000019
1214,570.738,7.057897277,11795.27499,0.610118077,31.156656,97,3226.268793,1.210000038,94.99131413,568.2907608,26.93,1.230000019
1215,570.817,7.057897277,11795.27499,0.610118077,31.156656,97,3226.268793,1.210000038,94.99131413,568.2907608,26.93,1.230000019
1216,570.86,7.057897277,11795.27499,0.610118077,31.156656,97,3226.268793,1.210000038,94.99131413,568.2907608,26.93,1.230000019
1217,570.89,6.704095229,11733.22217,0.623676256,31.095696,97,3226.268793,1.210000038,95.13192776,568.4355408,26.93,1.230000019
1218,570.9,6.704095229,11733.22217,0.623676256,31.095696,97,3226.268793,1.210000038,95.13192776,568.4355408,26.93,1.230000019
1219,570.945,6.704095229,11733.22217,0.623676256,31.095696,97,3226.268793,1.210000038,95.13192776,568.4355408,26.93,1.230000019
1220,571.034,6.704095229,11733.22217,0.623676256,31.095696,97,3226.268793,1.210000038,95.13192776,568.4355408,26.93,1.230000019
1221,571.076,6.59523306,11699.92049,0.596559897,31.05912,97,3226.268793,1.210000038,95.27707732,568.5803208,26.94,1.230000019
1222,571.165,6.59523306,11699.92049,0.596559897,31.05912,97,3226.268793,1.210000038,95.27707732,568.5803208,26.94,1.230000019
1223,571.195,6.540801975,11685.85519,0.583001718,31.720536,97,3226.268793,1.210000038,95.32243656,568.7254056,26.94,1.230000019
1224,571.299,6.540801975,11685.85519,0.583001718,31.720536,97,3226.268793,1.210000038,95.32243656,568.7254056,26.94,1.230000019
